Seed,Dataset,Model,HyperOpt params
5,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,fabert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 7, 'colsample_bynode': 0.035355339059327376, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,fabert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 7, 'colsample_bynode': 0.035355339059327376, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,fabert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 7, 'colsample_bynode': 0.035355339059327376, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,fabert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 7, 'colsample_bynode': 0.035355339059327376, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,numerai28.6,xgb,"{'lambda': '0.0226', 'gamma': '0.0000', 'subsample': '0.5301', 'colsample_bytree': '0.3379', 'max_depth': '3.0000', 'eta': '0.0014', 'scale_pos_weight': '1.0019'}"
4,numerai28.6,xgb,"{'lambda': '0.6959', 'gamma': '0.0000', 'subsample': '0.5319', 'colsample_bytree': '0.9750', 'max_depth': '3.0000', 'eta': '0.0149', 'scale_pos_weight': '1.0097'}"
2,numerai28.6,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.5188', 'colsample_bytree': '0.4198', 'max_depth': '3.0000', 'eta': '0.0012', 'scale_pos_weight': '1.0099'}"
5,numerai28.6,xgb,"{'lambda': '0.0733', 'gamma': '0.0000', 'subsample': '0.5984', 'colsample_bytree': '0.5603', 'max_depth': '3.0000', 'eta': '0.0449', 'scale_pos_weight': '1.0037'}"
2,sylvine,xgb,"{'lambda': '0.5797', 'gamma': '0.0000', 'subsample': '0.8453', 'colsample_bytree': '0.5944', 'max_depth': '9.0000', 'eta': '0.0010', 'scale_pos_weight': '1.0000'}"
4,sylvine,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.8069', 'colsample_bytree': '0.6413', 'max_depth': '11.0000', 'eta': '0.0032', 'scale_pos_weight': '1.0000'}"
3,sylvine,xgb,"{'lambda': '0.6115', 'gamma': '0.0000', 'subsample': '0.7454', 'colsample_bytree': '0.9995', 'max_depth': '9.0000', 'eta': '0.0012', 'scale_pos_weight': '1.0000'}"
5,miniboone,lgbm,"{'learning_rate': '0.0125', 'lambda_l2': '28.3116', 'max_depth': '10.0000', 'bagging_fraction': '0.5481', 'feature_fraction': '0.8779'}"
4,miniboone,lgbm,"{'learning_rate': '0.0066', 'lambda_l2': '38.6682', 'max_depth': '9.0000', 'bagging_fraction': '0.7357', 'feature_fraction': '0.7423'}"
3,miniboone,lgbm,"{'learning_rate': '0.0078', 'lambda_l2': '24.9910', 'max_depth': '11.0000', 'bagging_fraction': '0.4995', 'feature_fraction': '0.9998'}"
2,miniboone,lgbm,"{'learning_rate': '0.0064', 'lambda_l2': '0.0023', 'max_depth': '11.0000', 'bagging_fraction': '0.4297', 'feature_fraction': '0.6180'}"
5,sylvine,xgb,"{'lambda': '0.0024', 'gamma': '0.8847', 'subsample': '0.8500', 'colsample_bytree': '0.6670', 'max_depth': '9.0000', 'eta': '0.0304', 'scale_pos_weight': '1.0000'}"
1,volkert,lgbm,"{'learning_rate': '0.0095', 'lambda_l2': '1.1520', 'max_depth': '9.0000', 'bagging_fraction': '0.7273', 'feature_fraction': '0.7507'}"
2,volkert,lgbm,"{'learning_rate': '0.0118', 'lambda_l2': '0.0277', 'max_depth': '11.0000', 'bagging_fraction': '0.7564', 'feature_fraction': '0.8463'}"
1,fabert,lgbm,"{'learning_rate': '0.0013', 'lambda_l2': '0.0005', 'max_depth': '10.0000', 'bagging_fraction': '0.5610', 'feature_fraction': '0.1955'}"
3,fabert,lgbm,"{'learning_rate': '0.0089', 'lambda_l2': '0.0060', 'max_depth': '4.0000', 'bagging_fraction': '0.7666', 'feature_fraction': '0.3742'}"
2,fabert,lgbm,"{'learning_rate': '0.0013', 'lambda_l2': '0.0001', 'max_depth': '9.0000', 'bagging_fraction': '0.6617', 'feature_fraction': '0.6307'}"
5,volkert,lgbm,"{'learning_rate': '0.0037', 'lambda_l2': '1.2202', 'max_depth': '9.0000', 'bagging_fraction': '0.8466', 'feature_fraction': '0.6081'}"
3,volkert,lgbm,"{'learning_rate': '0.0057', 'lambda_l2': '0.1324', 'max_depth': '11.0000', 'bagging_fraction': '0.8460', 'feature_fraction': '0.8610'}"
5,guillermo,lgbm,"{'learning_rate': '0.0117', 'lambda_l2': '0.4233', 'max_depth': '11.0000', 'bagging_fraction': '0.6822', 'feature_fraction': '0.4031'}"
4,guillermo,lgbm,"{'learning_rate': '0.0071', 'lambda_l2': '0.0716', 'max_depth': '11.0000', 'bagging_fraction': '0.5986', 'feature_fraction': '0.3134'}"
3,guillermo,lgbm,"{'learning_rate': '0.0149', 'lambda_l2': '0.0003', 'max_depth': '11.0000', 'bagging_fraction': '0.6238', 'feature_fraction': '0.5934'}"
4,volkert,lgbm,"{'learning_rate': '0.0058', 'lambda_l2': '0.3128', 'max_depth': '9.0000', 'bagging_fraction': '0.8302', 'feature_fraction': '0.8761'}"
1,guillermo,lgbm,"{'learning_rate': '0.0103', 'lambda_l2': '39.8064', 'max_depth': '9.0000', 'bagging_fraction': '0.6259', 'feature_fraction': '0.7858'}"
4,fabert,lgbm,"{'learning_rate': '0.0016', 'lambda_l2': '0.0087', 'max_depth': '9.0000', 'bagging_fraction': '0.5118', 'feature_fraction': '0.7585'}"
2,guillermo,lgbm,"{'learning_rate': '0.0035', 'lambda_l2': '1.7193', 'max_depth': '7.0000', 'bagging_fraction': '0.6256', 'feature_fraction': '0.5316'}"
1,higgs,xgb,"{'lambda': '0.0000', 'gamma': '0.0149', 'subsample': '0.6584', 'colsample_bytree': '0.7731', 'max_depth': '11.0000', 'eta': '0.0039', 'scale_pos_weight': '1.0336'}"
2,higgs,xgb,"{'lambda': '0.0014', 'gamma': '0.0000', 'subsample': '0.7655', 'colsample_bytree': '0.7421', 'max_depth': '11.0000', 'eta': '0.0055', 'scale_pos_weight': '1.0454'}"
3,higgs,xgb,"{'lambda': '0.8882', 'gamma': '0.0000', 'subsample': '0.5074', 'colsample_bytree': '0.9608', 'max_depth': '9.0000', 'eta': '0.0024', 'scale_pos_weight': '1.0295'}"
5,fabert,lgbm,"{'learning_rate': '0.0017', 'lambda_l2': '0.0001', 'max_depth': '8.0000', 'bagging_fraction': '0.7229', 'feature_fraction': '0.2736'}"
4,higgs,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.6598', 'colsample_bytree': '0.9714', 'max_depth': '11.0000', 'eta': '0.0043', 'scale_pos_weight': '1.0559'}"
5,higgs,xgb,"{'lambda': '0.0054', 'gamma': '0.2092', 'subsample': '0.6187', 'colsample_bytree': '0.8574', 'max_depth': '11.0000', 'eta': '0.0026', 'scale_pos_weight': '1.0067'}"
2,connect-4,xgb,"{'lambda': '0.0005', 'gamma': '0.0000', 'subsample': '0.7039', 'colsample_bytree': '0.4768', 'max_depth': '11.0000', 'eta': '0.0092', 'scale_pos_weight': '1.7109'}"
1,jungle_chess_2pcs_raw_endgame_complete,xgb,"{'lambda': '0.2739', 'gamma': '0.0000', 'subsample': '0.7211', 'colsample_bytree': '0.8418', 'max_depth': '5.0000', 'eta': '0.0107', 'scale_pos_weight': '2.7598'}"
3,jungle_chess_2pcs_raw_endgame_complete,xgb,"{'lambda': '0.6128', 'gamma': '0.0005', 'subsample': '0.8365', 'colsample_bytree': '0.6875', 'max_depth': '5.0000', 'eta': '0.0073', 'scale_pos_weight': '1.0226'}"
4,volkert,xgb,"{'lambda': '0.3613', 'gamma': '0.0000', 'subsample': '0.8062', 'colsample_bytree': '0.6212', 'max_depth': '9.0000', 'eta': '0.0075', 'scale_pos_weight': '1.5008'}"
3,volkert,xgb,"{'lambda': '0.0002', 'gamma': '0.0000', 'subsample': '0.8338', 'colsample_bytree': '0.8055', 'max_depth': '9.0000', 'eta': '0.0056', 'scale_pos_weight': '3.3247'}"
1,connect-4,xgb,"{'lambda': '0.9070', 'gamma': '0.1844', 'subsample': '0.6204', 'colsample_bytree': '0.5004', 'max_depth': '11.0000', 'eta': '0.0174', 'scale_pos_weight': '2.8329'}"
5,connect-4,xgb,"{'lambda': '0.1208', 'gamma': '0.0000', 'subsample': '0.7519', 'colsample_bytree': '0.8177', 'max_depth': '9.0000', 'eta': '0.0156', 'scale_pos_weight': '2.1832'}"
2,connect-4,xgb,"{'lambda': '0.0152', 'gamma': '0.0000', 'subsample': '0.6199', 'colsample_bytree': '0.6293', 'max_depth': '11.0000', 'eta': '0.0038', 'scale_pos_weight': '2.6759'}"
4,connect-4,xgb,"{'lambda': '0.0049', 'gamma': '0.0000', 'subsample': '0.7440', 'colsample_bytree': '0.5337', 'max_depth': '11.0000', 'eta': '0.0052', 'scale_pos_weight': '2.8516'}"
1,jannis,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.5713', 'colsample_bytree': '0.7825', 'max_depth': '5.0000', 'eta': '0.0039', 'scale_pos_weight': '1.9948'}"
3,jannis,xgb,"{'lambda': '0.0003', 'gamma': '0.0053', 'subsample': '0.7069', 'colsample_bytree': '0.8190', 'max_depth': '5.0000', 'eta': '0.0029', 'scale_pos_weight': '1.1442'}"
2,jungle_chess_2pcs_raw_endgame_complete,xgb,"{'lambda': '0.6541', 'gamma': '0.5489', 'subsample': '0.5033', 'colsample_bytree': '0.7531', 'max_depth': '7.0000', 'eta': '0.0208', 'scale_pos_weight': '2.8957'}"
1,jungle_chess_2pcs_raw_endgame_complete,xgb,"{'lambda': '0.0011', 'gamma': '0.0001', 'subsample': '0.7936', 'colsample_bytree': '0.8570', 'max_depth': '5.0000', 'eta': '0.0122', 'scale_pos_weight': '1.8975'}"
3,jungle_chess_2pcs_raw_endgame_complete,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.6340', 'colsample_bytree': '0.7134', 'max_depth': '7.0000', 'eta': '0.0031', 'scale_pos_weight': '1.6827'}"
4,jungle_chess_2pcs_raw_endgame_complete,xgb,"{'lambda': '0.0107', 'gamma': '0.3839', 'subsample': '0.5095', 'colsample_bytree': '0.7384', 'max_depth': '5.0000', 'eta': '0.0182', 'scale_pos_weight': '1.9350'}"
4,jannis,xgb,"{'lambda': '0.0005', 'gamma': '0.9370', 'subsample': '0.7866', 'colsample_bytree': '0.7464', 'max_depth': '7.0000', 'eta': '0.0060', 'scale_pos_weight': '11.5610'}"
2,airlines,xgb,"{'lambda': '0.0039', 'gamma': '0.0000', 'subsample': '0.7452', 'colsample_bytree': '0.5500', 'max_depth': '11.0000', 'eta': '0.0150', 'scale_pos_weight': '1.0557'}"
4,airlines,xgb,"{'lambda': '0.0005', 'gamma': '0.0000', 'subsample': '0.3779', 'colsample_bytree': '0.5839', 'max_depth': '11.0000', 'eta': '0.0079', 'scale_pos_weight': '1.0653'}"
3,airlines,xgb,"{'lambda': '0.0075', 'gamma': '0.0000', 'subsample': '0.5789', 'colsample_bytree': '0.5203', 'max_depth': '11.0000', 'eta': '0.0113', 'scale_pos_weight': '1.0144'}"
5,airlines,xgb,"{'lambda': '0.0002', 'gamma': '0.0007', 'subsample': '0.4085', 'colsample_bytree': '0.7697', 'max_depth': '11.0000', 'eta': '0.0104', 'scale_pos_weight': '1.1022'}"
1,albert,xgb,"{'lambda': '0.0002', 'gamma': '0.0000', 'subsample': '0.8429', 'colsample_bytree': '0.7588', 'max_depth': '7.0000', 'eta': '0.0037', 'scale_pos_weight': '1.0000'}"
1,fabert,lgbm,"{'learning_rate': '0.0034', 'lambda_l2': '0.0191', 'max_depth': '8.0000', 'bagging_fraction': '0.7409', 'feature_fraction': '0.4192'}"
4,albert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7214', 'colsample_bytree': '0.7092', 'max_depth': '9.0000', 'eta': '0.0100', 'scale_pos_weight': '1.0000'}"
1,fabert,lgbm,"{'learning_rate': '0.0013', 'lambda_l2': '0.0077', 'max_depth': '11.0000', 'bagging_fraction': '0.6790', 'feature_fraction': '0.5500'}"
5,albert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7837', 'colsample_bytree': '0.6998', 'max_depth': '9.0000', 'eta': '0.0035', 'scale_pos_weight': '1.0000'}"
2,albert,xgb,"{'lambda': '0.0674', 'gamma': '0.0027', 'subsample': '0.7422', 'colsample_bytree': '0.7734', 'max_depth': '9.0000', 'eta': '0.0019', 'scale_pos_weight': '1.0000'}"
3,albert,xgb,"{'lambda': '0.0000', 'gamma': '0.0001', 'subsample': '0.7430', 'colsample_bytree': '0.7348', 'max_depth': '11.0000', 'eta': '0.0034', 'scale_pos_weight': '1.0000'}"
1,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0001', 'subsample': '0.4816', 'colsample_bytree': '0.8772', 'max_depth': '11.0000', 'eta': '0.0058', 'scale_pos_weight': '1.4211'}"
5,volkert,lgbm,"{'learning_rate': '0.0087', 'lambda_l2': '1.2872', 'max_depth': '9.0000', 'bagging_fraction': '0.6430', 'feature_fraction': '0.6777'}"
2,fabert,lgbm,"{'learning_rate': '0.0181', 'lambda_l2': '0.0866', 'max_depth': '6.0000', 'bagging_fraction': '0.5783', 'feature_fraction': '0.5198'}"
3,fabert,lgbm,"{'learning_rate': '0.0014', 'lambda_l2': '0.0007', 'max_depth': '10.0000', 'bagging_fraction': '0.7729', 'feature_fraction': '0.2062'}"
4,fabert,lgbm,"{'learning_rate': '0.0294', 'lambda_l2': '0.2474', 'max_depth': '5.0000', 'bagging_fraction': '0.5464', 'feature_fraction': '0.5232'}"
4,volkert,lgbm,"{'learning_rate': '0.0070', 'lambda_l2': '3.7573', 'max_depth': '9.0000', 'bagging_fraction': '0.5001', 'feature_fraction': '0.7576'}"
3,volkert,lgbm,"{'learning_rate': '0.0106', 'lambda_l2': '0.0991', 'max_depth': '11.0000', 'bagging_fraction': '0.5641', 'feature_fraction': '0.7488'}"
2,volkert,lgbm,"{'learning_rate': '0.0050', 'lambda_l2': '0.8007', 'max_depth': '8.0000', 'bagging_fraction': '0.6533', 'feature_fraction': '0.6813'}"
5,fabert,lgbm,"{'learning_rate': '0.0130', 'lambda_l2': '0.0017', 'max_depth': '4.0000', 'bagging_fraction': '0.7811', 'feature_fraction': '0.6567'}"
1,volkert,lgbm,"{'learning_rate': '0.0068', 'lambda_l2': '0.2026', 'max_depth': '11.0000', 'bagging_fraction': '0.5759', 'feature_fraction': '0.7067'}"
2,albert,lgbm,"{'learning_rate': '0.0115', 'lambda_l2': '0.0390', 'max_depth': '11.0000', 'bagging_fraction': '0.8484', 'feature_fraction': '0.6701'}"
1,albert,lgbm,"{'learning_rate': '0.0095', 'lambda_l2': '0.0302', 'max_depth': '9.0000', 'bagging_fraction': '0.8453', 'feature_fraction': '0.9176'}"
1,guillermo,lgbm,"{'learning_rate': '0.0043', 'lambda_l2': '0.9151', 'max_depth': '9.0000', 'bagging_fraction': '0.6354', 'feature_fraction': '0.6029'}"
1,guillermo,lgbm,"{'learning_rate': '0.0132', 'lambda_l2': '13.5082', 'max_depth': '11.0000', 'bagging_fraction': '0.5582', 'feature_fraction': '0.4201'}"
3,albert,lgbm,"{'learning_rate': '0.0106', 'lambda_l2': '0.0017', 'max_depth': '11.0000', 'bagging_fraction': '0.3031', 'feature_fraction': '0.7676'}"
2,miniboone,xgb,"{'lambda': '0.0048', 'gamma': '0.0000', 'subsample': '0.3581', 'colsample_bytree': '0.8880', 'max_depth': '9.0000', 'eta': '0.0060', 'scale_pos_weight': '1.2459'}"
5,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0077', 'subsample': '0.7287', 'colsample_bytree': '0.8988', 'max_depth': '9.0000', 'eta': '0.0080', 'scale_pos_weight': '1.2999'}"
4,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0081', 'subsample': '0.6664', 'colsample_bytree': '0.7104', 'max_depth': '11.0000', 'eta': '0.0025', 'scale_pos_weight': '1.6911'}"
4,albert,lgbm,"{'learning_rate': '0.0087', 'lambda_l2': '31.1935', 'max_depth': '11.0000', 'bagging_fraction': '0.6147', 'feature_fraction': '0.6660'}"
3,miniboone,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.5667', 'colsample_bytree': '0.9250', 'max_depth': '9.0000', 'eta': '0.0044', 'scale_pos_weight': '1.5884'}"
2,adult,lgbm,"{'learning_rate': '0.0049', 'lambda_l2': '0.0057', 'max_depth': '4.0000', 'bagging_fraction': '0.5431', 'feature_fraction': '0.6244'}"
5,adult,lgbm,"{'learning_rate': '0.0023', 'lambda_l2': '0.0025', 'max_depth': '5.0000', 'bagging_fraction': '0.6280', 'feature_fraction': '0.7905'}"
3,adult,lgbm,"{'learning_rate': '0.0017', 'lambda_l2': '0.0012', 'max_depth': '10.0000', 'bagging_fraction': '0.6671', 'feature_fraction': '0.6576'}"
1,adult,lgbm,"{'learning_rate': '0.0010', 'lambda_l2': '0.1185', 'max_depth': '9.0000', 'bagging_fraction': '0.7149', 'feature_fraction': '0.6993'}"
4,adult,lgbm,"{'learning_rate': '0.0014', 'lambda_l2': '0.1474', 'max_depth': '9.0000', 'bagging_fraction': '0.7221', 'feature_fraction': '0.6083'}"
5,airlines,lgbm,"{'learning_rate': '0.0119', 'lambda_l2': '0.0113', 'max_depth': '11.0000', 'bagging_fraction': '0.8415', 'feature_fraction': '0.4787'}"
2,airlines,lgbm,"{'learning_rate': '0.0044', 'lambda_l2': '0.9187', 'max_depth': '9.0000', 'bagging_fraction': '0.7014', 'feature_fraction': '0.6066'}"
3,airlines,lgbm,"{'learning_rate': '0.0040', 'lambda_l2': '2.6384', 'max_depth': '11.0000', 'bagging_fraction': '0.7262', 'feature_fraction': '0.7046'}"
1,airlines,lgbm,"{'learning_rate': '0.0055', 'lambda_l2': '0.0253', 'max_depth': '10.0000', 'bagging_fraction': '0.5931', 'feature_fraction': '0.4446'}"
4,airlines,lgbm,"{'learning_rate': '0.0075', 'lambda_l2': '0.0001', 'max_depth': '11.0000', 'bagging_fraction': '0.5212', 'feature_fraction': '0.2301'}"
5,albert,lgbm,"{'learning_rate': '0.0104', 'lambda_l2': '1.7363', 'max_depth': '11.0000', 'bagging_fraction': '0.5032', 'feature_fraction': '0.6688'}"
1,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,fabert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 7, 'colsample_bynode': 0.035355339059327376, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,fabert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 7, 'colsample_bynode': 0.035355339059327376, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,fabert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 7, 'colsample_bynode': 0.035355339059327376, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,fabert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 7, 'colsample_bynode': 0.035355339059327376, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,fabert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 7, 'colsample_bynode': 0.035355339059327376, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,volkert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 10, 'colsample_bynode': 0.07453559924999299, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,volkert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 10, 'colsample_bynode': 0.07453559924999299, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,volkert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 10, 'colsample_bynode': 0.07453559924999299, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,volkert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 10, 'colsample_bynode': 0.07453559924999299, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,volkert,random_forest,"{'verbosity': 0, 'objective': 'multi:softprob', 'num_class': 10, 'colsample_bynode': 0.07453559924999299, 'learning_rate': 1, 'num_parallel_tree': 250, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,volkert,xgb,"{'lambda': '0.0016', 'gamma': '0.0000', 'subsample': '0.7415', 'colsample_bytree': '0.7705', 'max_depth': '7.0000', 'eta': '0.0074', 'scale_pos_weight': '2.1657'}"
4,volkert,xgb,"{'lambda': '0.0000', 'gamma': '0.0001', 'subsample': '0.8470', 'colsample_bytree': '0.7219', 'max_depth': '9.0000', 'eta': '0.0050', 'scale_pos_weight': '3.3384'}"
2,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.8081', 'colsample_bytree': '0.6645', 'max_depth': '7.0000', 'eta': '0.0030', 'scale_pos_weight': '1.6971'}"
1,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.1131', 'subsample': '0.8271', 'colsample_bytree': '0.1836', 'max_depth': '11.0000', 'eta': '0.0011', 'scale_pos_weight': '2.0233'}"
1,volkert,xgb,"{'lambda': '0.0000', 'gamma': '0.0061', 'subsample': '0.7093', 'colsample_bytree': '0.9463', 'max_depth': '9.0000', 'eta': '0.0029', 'scale_pos_weight': '2.1007'}"
5,volkert,xgb,"{'lambda': '0.0685', 'gamma': '0.0709', 'subsample': '0.7663', 'colsample_bytree': '0.8782', 'max_depth': '9.0000', 'eta': '0.0047', 'scale_pos_weight': '1.2859'}"
3,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0168', 'subsample': '0.7637', 'colsample_bytree': '0.2908', 'max_depth': '9.0000', 'eta': '0.0014', 'scale_pos_weight': '1.3186'}"
2,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,albert,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.11322770341445959, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,airlines,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.04058874792340995, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
1,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
2,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
3,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
5,adult,random_forest,"{'verbosity': 0, 'objective': 'binary:logistic', 'num_class': 1, 'colsample_bynode': 0.09667364890456637, 'learning_rate': 1, 'num_parallel_tree': 1000, 'subsample': 0.63, 'tree_method': 'gpu_hist'}"
4,fabert,xgb,"{'lambda': '0.0000', 'gamma': '0.0019', 'subsample': '0.8117', 'colsample_bytree': '0.6002', 'max_depth': '11.0000', 'eta': '0.0021', 'scale_pos_weight': '1.6707'}"
